_id,title,class_name,k_nbrs
599ac253ba63100844f00eaa,樱桃翅斑实蝇如何防治？,病虫害,31 71 29 30 34 32 35 28 33 76
599ac253ba63100844f00eab,樱桃红蜘蛛如何防治？,病虫害,32 80 34 35 29 30 31 33 156 28
599ac253ba63100844f00eac,樱桃病毒性病害怎样防治？,病虫害,33 35 34 32 29 30 31 28 81 92
599ac253ba63100844f00ead,樱桃树发生灰霉病怎么办？,病虫害,34 35 29 32 30 31 33 28 5 83
599ac253ba63100844f00eae,樱桃树叶斑病的防治措施有哪些？,病虫害,35 34 32 29 33 30 31 28 5 135
599ac253ba63100844f00eaf,西瓜偏肩瓜怎样预防？,病虫害,36 37 38 244 243 247 107 89 83 11
599ac253ba63100844f00eb0,西瓜如何预防扁平果发生？,病虫害,37 36 38 244 243 247 107 89 9 83
599ac253ba63100844f00eb1,西瓜急性生理萎蔫如何防治？,病虫害,38 37 244 36 243 247 194 52 249 245
599ac253ba63100844f00eb2,金龟子对葡萄有哪些危害？附图片,病虫害,39 66 60 21 40 71 96 102 12 69
599ac253ba63100844f00eb3,蓟马对危害有哪些危害？附图片,病虫害,40 68 63 228 236 233 234 230 229 39
599ac253ba63100844f00eb4,甘蔗赤腐病如何防治？附图片,病虫害,41 49 47 56 44 51 50 58 46 45
599ac253ba63100844f00eb5,甘蔗凤梨病如何防治？附图片,病虫害,42 41 46 47 44 51 56 49 50 45
599ac253ba63100844f00eb6,甘蔗黑穗病如何防治？附图片,病虫害,43 41 47 44 49 51 50 46 45 52
599ac253ba63100844f00eb7,甘蔗黄斑病如何防治？附图片,病虫害,44 41 51 46 45 47 56 49 50 52
599ac253ba63100844f00eb8,甘蔗眼斑病如何防治？附图片,病虫害,45 44 41 51 49 56 47 46 50 48
599ac253ba63100844f00eb9,甘蔗梢腐病如何防治？附图片,病虫害,46 41 44 51 49 56 47 45 50 63
599ac253ba63100844f00eba,甘蔗锈病如何防治？附图片,病虫害,47 41 50 51 44 49 46 45 56 58
599ac253ba63100844f00ebb,甘蔗虎斑病如何防治？附图片,病虫害,48 41 44 49 45 51 47 46 58 56
599ac253ba63100844f00ebc,甘蔗轮斑病如何防治？附图片,病虫害,49 41 51 44 50 47 56 46 45 58
599ac253ba63100844f00ebd,甘蔗霜霉病如何防治？附图片,病虫害,50 41 47 49 51 44 56 46 58 45
599ac253ba63100844f00ebe,甘蔗褐条病如何防治？附图片,病虫害,51 41 44 47 49 45 46 50 56 58
599ac253ba63100844f00ebf,甘蔗白条病如何防治？附图片,病虫害,52 41 44 49 58 51 50 56 47 54
599ac253ba63100844f00ec0,甘蔗花叶病如何防治？附图片,病虫害,53 41 51 49 50 44 47 56 45 57
599ac253ba63100844f00ec1,甘蔗宿根矮化病如何防治？附图片,病虫害,54 41 52 50 53 44 51 49 60 58
599ac253ba63100844f00ec2,甘蔗线虫病如何防治？附图片,病虫害,55 22 41 60 58 49 54 51 47 50
599ac253ba63100844f00ec3,甘蔗叶萎病如何防治？附图片,病虫害,56 41 44 49 46 51 50 45 47 58
599ac253ba63100844f00ec4,甘蔗白叶病如何预防？附图片,病虫害,57 41 50 53 49 51 52 56 44 47
599ac253ba63100844f00ec5,甘蔗介壳虫如何防治？附图片,病虫害,58 41 63 49 60 50 47 46 51 61
599ac253ba63100844f00ec6,甘蔗粘虫如何防治？附图片,病虫害,59 60 41 58 64 61 63 49 47 46
599ac253ba63100844f00ec7,甘蔗金龟子如何防治？附图片,病虫害,60 39 41 61 58 66 49 63 64 50
599ac253ba63100844f00ec8,甘蔗二点螟如何防治？附图片,病虫害,61 41 60 64 58 65 49 51 50 47
599ac253ba63100844f00ec9,甘蔗绵蚜如何防治？附图片,病虫害,62 41 58 51 49 47 63 50 60 44
599ac253ba63100844f00eca,甘蔗蓟马如何防治？附图片,病虫害,63 68 41 58 46 40 49 60 50 51
599ac253ba63100844f00ecb,甘蔗条螟如何防治？附图片,病虫害,64 41 61 58 60 65 63 46 49 51
599ac253ba63100844f00ecc,甘蔗白螟如何防治？附图片,病虫害,65 61 64 41 60 58 63 46 51 49
599ac253ba63100844f00ecd,柑橘如何防治花潜金龟子？附图片,病虫害,66 39 60 71 69 77 72 75 21 78
599ac253ba63100844f00ece,如何防治柑橘吸果夜蛾？附图片,病虫害,67 74 89 78 75 71 77 85 88 72
599ac253ba63100844f00ecf,柑橘蓟马如何防治？附图片,病虫害,68 63 40 75 77 78 85 72 88 73
599ac253ba63100844f00ed0,柑橘花蕾蛆如何防治？附图片,病虫害,69 75 72 77 85 71 88 240 80 84
599ac253ba63100844f00ed1,柑橘恶性叶甲防治用什么药？附图片,病虫害,70 75 72 77 69 71 78 88 85 68
599ac253ba63100844f00ed2,柑橘大实蝇防治方法有几种？附图片,病虫害,71 31 76 69 75 78 72 70 102 96
599ac253ba63100844f00ed3,柑橘凤蝶如何防治？附图片,病虫害,72 75 85 77 91 88 69 73 89 83
599ac253ba63100844f00ed4,柑橘木虱用什么农药效果好？附图片,病虫害,73 92 77 85 75 72 88 78 91 89
599ac253ba63100844f00ed5,柑橘如何防治枯叶夜蛾？附图片,病虫害,74 67 75 77 72 85 88 69 71 89
599ac253ba63100844f00ed6,柑橘潜叶蛾防治用什么药？附图片,病虫害,75 77 72 69 91 85 88 73 80 68
599ac253ba63100844f00ed7,柑橘星天牛如何防治？附图片,病虫害,76 71 75 72 69 96 77 78 70 12
599ac253ba63100844f00ed8,柑橘橘蚜如何防治？附图片,病虫害,77 78 75 85 72 73 80 88 79 69
599ac253ba63100844f00ed9,柑橘介壳虫主要防治措施有哪些？附图片,病虫害,78 77 58 85 28 98 99 73 97 75
599ac253ba63100844f00eda,柑橘锈壁虱的防治方法有哪些？附图片,病虫害,79 77 75 85 83 91 89 80 78 84
599ac253ba63100844f00edb,防治柑橘红蜘蛛什么农药最有效？附图片,病虫害,80 156 32 77 75 85 88 72 79 69
599ac253ba63100844f00edc,柑橘碎叶病怎样防治？附图片,病虫害,81 88 92 85 91 84 89 83 82 72
599ac253ba63100844f00edd,柑橘立枯病怎样防治？附图片,病虫害,82 88 85 83 89 90 91 86 92 77
599ac253ba63100844f00ede,柑橘黑斑病如何防治？附图片,病虫害,83 11 85 89 88 84 90 91 86 82
599ac253ba63100844f00edf,柑橘疮痂病如何防治？附图片,病虫害,84 91 85 89 88 90 83 86 77 75
599ac253ba63100844f00ee0,柑橘煤污病的防治方法有哪些？附图片,病虫害,85 6 88 89 83 84 91 77 72 90
599ac253ba63100844f00ee1,柑橘树脂病的防治方法有哪些？附图片,病虫害,86 90 88 89 84 85 91 83 82 77
599ac253ba63100844f00ee2,柑橘脂点黄斑病防治方法有哪些？附图片,病虫害,87 90 44 88 91 83 85 89 84 86
599ac253ba63100844f00ee3,柑橘疫霉病如何防治？附图片,病虫害,88 85 26 89 90 91 83 82 92 84
599ac253ba63100844f00ee4,柑橘黑腐病如何防治？附图片,病虫害,89 85 88 83 84 91 90 86 77 72
599ac253ba63100844f00ee5,柑橘炭疽病防治方法有哪些？附图片,病虫害,90 88 91 86 84 83 89 87 85 82
599ac253ba63100844f00ee6,柑橘溃疡病的防治方法有哪些？附图片,病虫害,91 84 88 85 90 89 83 72 75 86
599ac253ba63100844f00ee7,柑橘上的黄龙病如何预防？附图片,病虫害,92 73 88 85 91 89 81 84 83 90
599ac253ba63100844f00ee8,柿子树怎么样防治白粉病？附图片,病虫害,93 5 98 94 4 35 11 99 56 135
599ac253ba63100844f00ee9,柿黑星病怎么样防治？附图片,病虫害,94 5 83 11 84 4 25 93 135 90
599ac253ba63100844f00eea,柿星尺蠖怎么样防治？附图片,病虫害,95 16 96 12 71 76 15 102 78 75
599ac253ba63100844f00eeb,柿毛虫怎么样防治？附图片,病虫害,96 13 12 76 71 16 102 15 75 95
599ac253ba63100844f00eec,柿斑叶蝉怎样防治？附图片,病虫害,97 78 28 99 98 19 77 96 76 71
599ac253ba63100844f00eed,柿绒蚧怎样防治？附图片,病虫害,98 99 78 97 28 19 93 58 94 77
599ac253ba63100844f00eee,柿长绵粉蚧怎样防治？附图片,病虫害,99 98 78 97 28 19 77 58 95 71
599ac253ba63100844f00eef,【视频】铁皮石斛温室大棚种植技术,果蔬种植,100 117 147 142 115 114 109 195 116 139
599ac253ba63100844f00ef0,双孢蘑菇高产栽培技术,果蔬种植,101 126 196 128 136 125 170 132 162 108
599ac253ba63100844f00ef1,韭蛆综合防治技术,果蔬种植,102 129 71 96 140 154 59 76 12 78
599ac253ba63100844f00ef2,湘东区林业产业现状与发展规划及措施,果蔬种植,103 105 193 185 186 260 187 131 177 142
599ac253ba63100844f00ef3,兴化龙香芋高效栽培技术,果蔬种植,104 110 108 153 146 129 124 192 176 194
599ac253ba63100844f00ef4,柏林镇富硒产业发展面临的问题及对策,果蔬种植,105 103 185 193 186 187 255 253 260 177
599ac253ba63100844f00ef5,茶园病虫害无公害防治技术,果蔬种植,106 175 144 176 149 154 21 108 194 174
599ac253ba63100844f00ef6,郑茄2号种植中存在的问题及解决措施,果蔬种植,107 22 108 55 110 196 162 146 120 134
599ac253ba63100844f00ef7,‘驻茄9号’早春塑料大棚高效栽培技术,果蔬种植,108 174 197 107 110 153 162 130 178 120
599ac253ba63100844f00ef8,【视频】黄灵菇栽培技术,果蔬种植,109 142 117 115 114 118 100 116 147 121
599ac253ba63100844f00ef9,引茄1号早春设施高产高效栽培技术,果蔬种植,110 108 107 104 162 134 146 181 188 182
599ac253ba63100844f00efa,【视频】滑菇反季节熟料袋栽技术,果蔬种植,111 184 195 115 117 116 125 136 121 114
599ac253ba63100844f00efb,小陇山林区藿香栽培技术及开发前景,果蔬种植,112 110 134 115 162 183 108 178 195 182
599ac253ba63100844f00efc,温棚育苗实用技术,果蔬种植,113 182 120 157 160 181 146 162 153 168
599ac253ba63100844f00efd,【视频】瓠子栽培技术,果蔬种植,114 117 115 116 109 100 121 118 111 136
599ac253ba63100844f00efe,【视频】大棚茴香种植技术,果蔬种植,115 117 142 119 109 114 116 100 111 187
599ac253ba63100844f00eff,【视频】双孢菇牛粪种植技术,果蔬种植,116 121 196 118 119 125 190 115 122 136
599ac253ba63100844f00f00,【视频】温室大棚信息化管理技术气雾栽培技术,果蔬种植,117 147 142 115 109 100 154 114 130 140
599ac253ba63100844f00f01,【视频】虎奶菇栽培技术,果蔬种植,118 121 116 119 122 114 123 109 132 117
599ac253ba63100844f00f02,【视频】地参种植技术,果蔬种植,119 115 116 121 118 122 123 125 100 117
599ac253ba63100844f00f03,果蔬苗期侵染性病害的综合防治措施,果蔬种植,120 157 182 160 108 181 146 113 107 196
599ac253ba63100844f00f04,【视频】姬菇栽培技术,果蔬种植,121 116 118 119 123 122 114 136 125 132
599ac253ba63100844f00f05,【视频】大球盖菇栽培技术,果蔬种植,122 116 123 121 119 118 168 111 114 125
599ac253ba63100844f00f06,【视频】竹荪人工栽培技术,果蔬种植,123 173 121 122 119 116 118 114 115 179
599ac253ba63100844f00f07,晒烟降解地膜覆盖栽培技术,果蔬种植,124 146 188 178 182 196 176 172 181 174
599ac253ba63100844f00f08,【视频】废菌棒栽培蘑菇技术,果蔬种植,125 126 116 101 136 111 121 119 173 196
599ac253ba63100844f00f09,食用菌施肥技术,果蔬种植,126 125 101 170 132 173 128 137 152 184
599ac253ba63100844f00f0a,该如何防治茭白钻心虫？,果蔬种植,127 163 108 59 102 18 21 19 5 144
599ac253ba63100844f00f0b,青海高原稻草栽培金针菇配方研究,果蔬种植,128 170 132 137 189 184 101 136 126 173
599ac253ba63100844f00f0c,兰州小韭高效栽培技术,果蔬种植,129 102 153 108 160 130 178 197 146 194
599ac253ba63100844f00f0d,冬季设施大棚管理技术要点,果蔬种植,130 139 108 160 197 142 174 196 195 120
599ac253ba63100844f00f0e,农业科研档案管理作用与对策,果蔬种植,131 187 193 185 105 259 103 186 144 177
599ac253ba63100844f00f0f,金针菇高产栽培技术,果蔬种植,132 170 128 137 184 136 126 160 173 180
599ac253ba63100844f00f10,反光膜在温室大棚中的应用方法,果蔬种植,133 139 130 157 197 108 147 160 196 182
599ac253ba63100844f00f11,陕北草石蚕栽培技术,果蔬种植,134 162 110 138 107 108 163 178 146 143
599ac253ba63100844f00f12,鲜食玉米病害的综合防治技术,果蔬种植,135 4 179 5 11 47 163 146 138 44
599ac253ba63100844f00f13,平菇的栽培技术,果蔬种植,136 132 170 184 137 128 101 196 160 180
599ac253ba63100844f00f14,袋栽金针菇再生法工厂化生产技术,果蔬种植,137 170 132 128 184 136 160 162 134 126
599ac253ba63100844f00f15,莲腐败病的识别与综合防治,果蔬种植,138 135 163 134 107 5 4 162 44 6
599ac253ba63100844f00f16,冬季日光温室防寒保暖措施,果蔬种植,139 130 147 133 196 154 117 195 197 108
599ac253ba63100844f00f17,温室白粉虱的发生及防治,果蔬种植,140 154 102 59 205 147 174 130 108 163
599ac253ba63100844f00f18,农药消解半衰期是指农药残留一半的日期吗？,果蔬种植,141 144 145 176 173 124 106 80 77 127
599ac253ba63100844f00f19,拱形钢架大棚设计与建造安装技术,果蔬种植,142 117 109 147 130 115 164 100 176 139
599ac253ba63100844f00f1a,绿色食品荆芥生产技术规程,果蔬种植,143 176 250 182 157 160 162 107 120 134
599ac253ba63100844f00f1b,"农药安全使用技术,如何安全使用农药?",果蔬种植,144 145 176 141 173 106 105 77 80 156
599ac253ba63100844f00f1c,农药嘧菌酯可以和苏云金杆菌混在一块儿打吗？,果蔬种植,145 144 176 141 173 35 106 115 80 156
599ac253ba63100844f00f1d,粘玉米保护地栽培技术,果蔬种植,146 179 188 198 182 196 178 174 176 124
599ac253ba63100844f00f1e,"一个日光温室大棚造价在多少,和其他大棚比较值不值得建造？自己建温室会不会省费用？",果蔬种植,147 117 142 139 154 140 100 195 196 120
599ac253ba63100844f00f1f,鸡粪怎样发酵?,果蔬种植,148 196 116 152 101 173 190 124 174 170
599ac253ba63100844f00f20,氟氯氰菊酯和氯氟氰菊酯一样吗？它们能和苏云金杆菌混在一起吗？,果蔬种植,149 175 74 67 59 106 21 96 102 127
599ac253ba63100844f00f21,有没有方法验证是不是霜霉病？,果蔬种植,150 147 137 184 182 132 195 101 136 194
599ac253ba63100844f00f22,能否自己制作含有解磷、解钾菌的生物肥？,果蔬种植,151 152 196 27 153 175 190 2 124 168
599ac253ba63100844f00f23,什么是有机肥？蚯蚓粪算不算有机肥？,果蔬种植,152 196 190 151 126 255 253 171 116 173
599ac253ba63100844f00f24,苦苣怎么种植？,果蔬种植,153 108 174 197 146 178 129 196 194 157
599ac253ba63100844f00f25,新疆哈密地区果蔬烟粉虱的综合防治措施,果蔬种植,154 140 147 78 102 77 117 28 130 196
599ac253ba63100844f00f26,"请问大棚保护地种植荷兰大青瓜,不施底肥,只滴灌的情况下,如何进行肥水管理达到高产的目的呢？平时用的肥料是三元复合肥和腐殖酸类液体肥",果蔬种植,155 189 220 219 128 218 176 152 126 102
599ac253ba63100844f00f27,夏季红炽蛛为何不好治？用什么药最好？,果蔬种植,156 80 32 144 154 108 120 145 77 194
599ac253ba63100844f00f28,工厂化育苗技术介绍,果蔬种植,157 120 182 160 181 108 146 113 178 143
599ac253ba63100844f00f29,芸豆的高产栽培技术,果蔬种植,158 165 161 197 146 124 188 162 174 108
599ac253ba63100844f00f2a,豆芽栽培技术问答,果蔬种植,159 167 160 108 107 101 170 129 120 176
599ac253ba63100844f00f2b,绿化型豌豆苗无土生产技术,果蔬种植,160 182 120 167 157 174 130 181 166 178
599ac253ba63100844f00f2c,芸豆落荚打助壮素行不行？,果蔬种植,161 158 197 165 126 108 199 163 153 152
599ac253ba63100844f00f2d,早春大棚眉豆栽培技术,果蔬种植,162 108 134 174 182 178 107 110 146 197
599ac253ba63100844f00f2e,架豆炭疽病综合防治技术,果蔬种植,163 135 138 47 5 108 90 107 162 83
599ac253ba63100844f00f2f,设施大棚鲜食蚕豆棚内病虫害简介及防治,果蔬种植,164 135 47 142 107 174 4 130 138 44
599ac253ba63100844f00f30,"种的白芸豆,不开花不结果,种的是自留种,是怎么回事？",果蔬种植,165 158 197 161 162 180 195 108 130 174
599ac253ba63100844f00f31,种植豌豆方面应注意什么？,果蔬种植,166 160 167 182 120 146 174 178 108 192
599ac253ba63100844f00f32,种植的豌豆苗总有烂豆子怎么办？,果蔬种植,167 160 166 182 130 174 120 101 108 159
599ac253ba63100844f00f33,马蹄莲周年生产技术,果蔬种植,168 192 194 180 146 196 174 153 108 176
599ac253ba63100844f00f34,铁岭地区睡莲栽培养护技术,果蔬种植,169 195 194 180 182 134 160 136 192 174
599ac253ba63100844f00f35,金针菇工厂化瓶栽技术,果蔬种植,170 132 137 128 184 136 126 173 160 101
599ac253ba63100844f00f36,芝麻高产栽培技术,果蔬种植,171 188 146 198 172 174 158 129 178 182
599ac253ba63100844f00f37,大豆垄上双行栽培技术,果蔬种植,172 188 124 171 174 146 198 179 194 108
599ac253ba63100844f00f38,食用菌无公害生产六大关键技术,果蔬种植,173 144 176 170 126 145 132 123 184 136
599ac253ba63100844f00f39,大棚荷兰豆无公害栽培措施,果蔬种植,174 108 182 146 197 178 160 162 153 176
599ac253ba63100844f00f3a,城市园林绿化的作用及植保新技术,果蔬种植,175 106 22 55 149 185 96 21 130 154
599ac253ba63100844f00f3b,无公害农产品院设施苦苣生产技术规程,果蔬种植,176 144 145 143 146 173 178 174 182 141
599ac253ba63100844f00f3c,农村土地经营权流转现状及未来发展对策,果蔬种植,177 187 193 186 185 105 115 131 260 219
599ac253ba63100844f00f3d,穿心莲无公害栽培技术,果蔬种植,178 146 182 174 108 176 153 162 124 160
599ac253ba63100844f00f3e,鲜食糯玉米高效优质种植技术,果蔬种植,179 146 188 135 198 196 110 124 171 172
599ac253ba63100844f00f3f,浅谈香雪兰的栽培技术,果蔬种植,180 192 194 108 168 195 197 160 146 196
599ac253ba63100844f00f40,菊苣纸筒育苗及移栽技术,果蔬种植,181 182 157 146 160 120 178 124 110 188
599ac253ba63100844f00f41,营养钵育苗技术,果蔬种植,182 160 120 157 181 113 146 174 178 162
599ac253ba63100844f00f42,雪莲果的开发前景及栽培技术,果蔬种植,183 134 146 194 198 196 105 174 176 168
599ac253ba63100844f00f43,滑子蘑栽培技术,果蔬种植,184 170 132 137 128 136 173 160 111 126
599ac253ba63100844f00f44,加快新型城镇化进程改善人居环境,果蔬种植,185 186 105 193 187 103 175 177 260 255
599ac253ba63100844f00f45,农村土地流转与乡镇规划设计及管理,果蔬种植,186 185 187 193 177 105 255 253 254 258
599ac253ba63100844f00f46,规范农村土地流转进程 加快现代农业发展,果蔬种植,187 177 193 186 185 105 131 260 115 103
599ac253ba63100844f00f47,耐密玉米新品种“联达288”膜下滴灌高产栽培技术,果蔬种植,188 146 179 198 135 124 172 171 110 178
599ac253ba63100844f00f48,不同营养液配方对水培苦苣的影响,果蔬种植,189 128 155 173 137 163 179 132 184 170
599ac253ba63100844f00f49,有关秸秆生物反应堆技术介绍,果蔬种植,190 196 152 116 130 170 174 124 194 136
599ac253ba63100844f00f4a,浅谈树木盆景艺术及养护修剪,果蔬种植,191 199 175 180 132 6 152 96 106 146
599ac253ba63100844f00f4b,唐菖蒲的繁育技术及病虫害防治,果蔬种植,192 180 194 168 146 176 9 108 178 196
599ac253ba63100844f00f4c,土地资源可持续利用与促进城乡发展,果蔬种植,193 177 187 186 185 105 103 260 131 115
599ac253ba63100844f00f4d,鹤望兰的生产技术及运输养护技术,果蔬种植,194 192 108 180 168 146 174 153 196 176
599ac253ba63100844f00f4e,铁岭地区鞍山芋型温室内荷花反季节栽培,果蔬种植,195 180 160 130 147 136 169 132 196 194
599ac253ba63100844f00f4f,设施农业土壤消毒与改良技术,果蔬种植,196 190 146 152 148 107 116 101 124 120
599ac253ba63100844f00f50,温室果蔬熊蜂授粉技术,果蔬种植,197 108 165 174 153 130 158 146 162 161
599ac253ba63100844f00f51,超甜玉米新组合珍甜5号的选育,果蔬种植,198 146 188 179 176 171 124 174 196 135
599ac253ba63100844f00f52,盆栽花卉的矮化技术,果蔬种植,199 54 33 81 194 108 191 192 161 174
599ac253ba63100844f00f53,8月21日山东西葫芦价格产地价格行情走势 聊城市东昌府区法拉利半斤以上0.7-0.85元/斤,市场价格,200 224 222 240 205 226 210 230 215 208
599ac253ba63100844f00f54,8月21日湖南南瓜价格产地价格行情走势 岳阳市君山区密本南瓜4到10斤0.42元/斤,市场价格,201 204 203 243 202 240 249 209 200 207
599ac253ba63100844f00f55,8月21日山西南瓜价格产地价格行情走势 神池县金红冠南瓜单瓜1.8-80.43元/斤,市场价格,202 204 203 201 207 214 206 209 210 240
599ac253ba63100844f00f56,8月21日湖北南瓜价格产地价格行情走势 嘉鱼县密本2号南瓜0.3元/斤,市场价格,203 201 204 209 207 202 240 223 226 214
599ac253ba63100844f00f57,8月21日上海市南瓜价格产地价格行情走势 岳阳市君山区密本南瓜4到10斤0.42元/斤,市场价格,204 201 203 202 243 240 249 216 223 230
599ac253ba63100844f00f58,8月21日山东黄瓜价格产地价格行情走势 莘县德瑞特721黄瓜25-350.1-0.8元/斤,市场价格,205 222 200 240 224 226 230 140 210 211
599ac253ba63100844f00f59,8月21日河南冬瓜价格产地价格行情走势 博爱县子弹头黑皮冬瓜18斤起0.14元/斤,市场价格,206 208 207 223 212 221 246 238 239 240
599ac253ba63100844f00f5a,8月21日湖北冬瓜价格产地价格行情走势 宜城县子弹头黑皮冬瓜15斤起步0.14元/斤,市场价格,207 208 206 209 203 240 246 223 221 202
599ac253ba63100844f00f5b,8月21日山东冬瓜价格产地价格行情走势 滕州县子弹头黑皮冬瓜18斤以上0.09-0.1元/斤,市场价格,208 207 206 240 226 200 222 213 221 224
599ac253ba63100844f00f5c,8月21日湖北莲藕价格产地价格行情走势 嘉鱼县鄂莲五号1.15元/斤,市场价格,209 203 207 223 206 240 249 230 245 202
599ac253ba63100844f00f5d,8月21日山东生姜价格产地价格行情走势 安丘县面姜泥姜2.0-2.3元/斤,市场价格,210 240 213 222 211 200 226 224 221 208
599ac253ba63100844f00f5e,8月21日山东洋葱价格产地价格行情走势 安丘县红皮洋葱80以上0.45元/斤,市场价格,211 222 210 230 240 226 200 224 223 205
599ac253ba63100844f00f5f,8月21日河南大蒜价格产地价格行情走势 淮阳县河南大蒜5-6.5公分1.9元/斤,市场价格,212 206 223 213 221 246 238 239 240 222
599ac253ba63100844f00f60,8月21日山东大蒜价格产地价格行情走势 金乡县金乡大蒜一般混级2.05-2.1元/斤,市场价格,213 212 210 222 240 208 226 200 224 215
599ac253ba63100844f00f61,8月21日河北红薯价格产地价格行情走势 栾城县商薯19红薯2两起步0.8元/斤,市场价格,214 237 215 241 219 234 228 236 240 247
599ac253ba63100844f00f62,8月21日山东红薯价格产地价格行情走势 邹城县龙署九号三两以上0.7-0.75元/斤,市场价格,215 214 200 226 240 222 208 220 230 224
599ac253ba63100844f00f63,8月21日山东山药价格产地价格行情走势 泰安市岱岳区白玉山药一级2.2-2.3元/斤,市场价格,216 240 200 226 222 224 249 220 230 210
599ac253ba63100844f00f64,8月21日吉林土豆价格产地价格行情走势 公主岭县延薯四号2两00.25-0.3元/斤,市场价格,217 244 247 220 219 218 249 240 214 224
599ac253ba63100844f00f65,8月21日内蒙古土豆价格产地价格行情走势 内蒙古乌兰察布市集宁区夏波蒂3两以上0.6元/斤,市场价格,218 220 219 245 249 248 240 217 221 222
599ac253ba63100844f00f66,8月21日河北土豆价格产地价格行情走势 围场满族蒙古族自治县荷兰十五二两通天0.52元/斤,市场价格,219 220 218 217 237 214 241 240 223 234
599ac253ba63100844f00f67,8月21日山东土豆价格产地价格行情走势 平度县荷兰十五2两0.2-0.4元/斤,市场价格,220 219 218 217 240 222 226 224 200 215
599ac253ba63100844f00f68,8月21日河南茄子价格产地价格行情走势 博爱县黑茄王袋、箱0.3元/斤,市场价格,221 206 223 212 246 240 238 239 208 207
599ac253ba63100844f00f69,8月21日山东茄子价格产地价格行情走势 聊城市东昌府区黑茄王半斤以上0.7-0.85元/斤,市场价格,222 200 224 240 205 226 230 211 210 213
599ac253ba63100844f00f6a,8月21日河南西红柿价格产地价格行情走势 中牟县硬粉1斤0.2-0.4元/斤,市场价格,223 206 212 221 246 224 240 238 239 209
